1.759912180821107199e+02,-9.175994381549591594e+01,0.000000000000000000e+00
1.743769456898091050e+02,-8.045121924990965567e+01,0.000000000000000000e+00
1.666804833348275281e+02,-1.176068856039878341e+02,0.000000000000000000e+00
1.634927873417589979e+02,-1.089055558416304876e+02,0.000000000000000000e+00
1.688088460144027181e+02,-8.043921096296358542e+01,0.000000000000000000e+00
1.767350050192181641e+02,-1.134267578937743650e+02,0.000000000000000000e+00
1.911438297677979108e+02,-1.058652393882159259e+02,0.000000000000000000e+00
1.676314662345860143e+02,-9.124161072350700863e+01,0.000000000000000000e+00
1.862336217657803275e+02,-1.043495668295522734e+02,0.000000000000000000e+00
1.940754000024122945e+02,-9.870898420289275066e+01,0.000000000000000000e+00
-4.605340547467106660e+01,6.295980404117877072e+00,1.000000000000000000e+00
-3.854920463970360345e+01,7.512471694509341713e-01,1.000000000000000000e+00
-3.304529227904573929e+01,-2.760503225458831977e+00,1.000000000000000000e+00
-3.706144511275932274e+01,1.032115282870465611e+00,1.000000000000000000e+00
-3.747338443794308915e+01,4.916955067060023055e+00,1.000000000000000000e+00
-3.534583037586265419e+01,2.301623236572011511e+00,1.000000000000000000e+00
-3.777944985065779804e+01,-1.648631028242957708e+00,1.000000000000000000e+00
-3.333562306541841025e+01,3.493667700540549426e+00,1.000000000000000000e+00
-3.814520691749402204e+01,5.289286337994006715e+00,1.000000000000000000e+00
-3.017009891144506639e+01,4.871022080288668121e+00,1.000000000000000000e+00
-3.105509553798888334e+01,1.180406975334005182e-01,1.000000000000000000e+00
-2.937357914687541793e+01,6.346227300513873182e+00,1.000000000000000000e+00
-2.772055734873184107e+01,2.496523943868556472e+00,1.000000000000000000e+00
-2.690454225766626806e+01,7.550127568239421549e+00,1.000000000000000000e+00
-2.533912576135103834e+01,1.039461710339080547e+01,1.000000000000000000e+00
-2.484991484002208750e+01,7.323875076753240343e+00,1.000000000000000000e+00
-3.028385008912177057e+01,6.078615026729173643e+00,1.000000000000000000e+00
-2.310444711668738904e+01,8.793311595591099206e+00,1.000000000000000000e+00
-1.738559122369022347e+01,1.412106144716956457e+01,1.000000000000000000e+00
-2.085720633737286889e+01,9.942570582135363821e+00,1.000000000000000000e+00
-2.414918867548158943e+01,1.689077485378308197e+01,1.000000000000000000e+00
-1.874353508979099558e+01,1.035095358244864272e+01,1.000000000000000000e+00
-1.531315019404376798e+01,1.058435557838419427e+01,1.000000000000000000e+00
-1.643418530627428709e+01,1.225990840821109984e+01,1.000000000000000000e+00
-3.979335264067612954e+00,4.319270154815242790e+00,0.000000000000000000e+00
-1.572205690271479384e+01,1.224776706852677499e+01,1.000000000000000000e+00
-1.311979611803693224e+01,1.781892906613923699e+01,1.000000000000000000e+00
-1.284218252637919733e+01,1.248889939208799760e+01,1.000000000000000000e+00
-1.368412206945604481e+01,1.855386053433985438e+01,1.000000000000000000e+00
-1.088495263231780896e+01,1.488100559015601299e+01,1.000000000000000000e+00
-1.122280478435697582e+01,1.389583062088501464e+01,1.000000000000000000e+00
-8.906719304505857693e+00,1.570502582360412802e+01,1.000000000000000000e+00
-6.909351539302766909e+00,1.665454755194102532e+01,1.000000000000000000e+00
-7.335331143144514954e+00,1.668878189316045990e+01,1.000000000000000000e+00
-5.329983009547097694e+00,2.321216149351555913e+01,1.000000000000000000e+00
-4.400541060049246056e+00,1.759257820874197265e+01,1.000000000000000000e+00
-6.064067225495628044e+00,1.448698275900177634e+01,1.000000000000000000e+00
-2.788252822967943523e+00,1.853867003417428094e+01,1.000000000000000000e+00
-3.891195215640915972e+00,1.923978271258835804e+01,1.000000000000000000e+00
-1.310000421974064633e+00,1.984901601703611007e+01,1.000000000000000000e+00
-2.459207106322990555e+00,2.673479237643024220e+01,1.000000000000000000e+00
1.201745820895399941e+00,2.079678926161853525e+01,1.000000000000000000e+00
-4.022015151575729419e+00,2.193160338182267211e+01,1.000000000000000000e+00
3.370278225548137385e+00,2.102314969909603093e+01,1.000000000000000000e+00
2.535798216980078568e+00,2.217938000681347432e+01,1.000000000000000000e+00
4.313441339876622038e+00,2.265757969602114485e+01,1.000000000000000000e+00
1.065388356171768436e+01,1.827266232542407565e+01,1.000000000000000000e+00
7.175272989332053264e+00,2.284385829438128468e+01,1.000000000000000000e+00
7.787174699036719439e+00,1.511325204913187825e+01,1.000000000000000000e+00
9.560708854117832445e+00,2.470445026896841512e+01,1.000000000000000000e+00
9.864606742683218243e+00,2.073661109456962137e+01,1.000000000000000000e+00
1.163687796507938899e+01,2.648355087462736890e+01,1.000000000000000000e+00
1.781099745542862323e+00,3.279890216749051035e+01,1.000000000000000000e+00
1.381382537657445297e+01,2.666900584828723808e+01,1.000000000000000000e+00
7.404025822156476089e+00,3.174839924649212008e+01,1.000000000000000000e+00
1.490953984896092521e+01,2.719803968610337108e+01,1.000000000000000000e+00
9.234680253831710317e+00,3.102795622786918273e+01,1.000000000000000000e+00
1.739640343295967284e+01,2.818823463516010364e+01,1.000000000000000000e+00
2.086316985390353906e+01,2.270612235707271509e+01,1.000000000000000000e+00
1.940093051593567353e+01,2.952328364921207182e+01,1.000000000000000000e+00
1.897386625450958064e+01,2.944039770108970089e+01,1.000000000000000000e+00
2.143444307850293384e+01,3.087520581993250346e+01,1.000000000000000000e+00
2.491205928393990021e+01,3.175735665498562454e+01,1.000000000000000000e+00
2.303891056395635317e+01,3.180919013099926218e+01,1.000000000000000000e+00
2.527872007548305788e+01,3.575403273775467028e+01,1.000000000000000000e+00
2.484494161324096950e+01,3.128258111794643170e+01,1.000000000000000000e+00
3.171353531022677785e+01,4.502838805835841640e+01,1.000000000000000000e+00
2.722068222178429053e+01,3.344992238335824908e+01,1.000000000000000000e+00
2.724955390857181570e+01,3.334520196723854468e+01,1.000000000000000000e+00
2.900870470415000213e+01,3.393899063562655272e+01,1.000000000000000000e+00
2.715598048143874621e+01,2.951635244792355550e+01,1.000000000000000000e+00
3.112439958069388624e+01,3.535167942381456641e+01,1.000000000000000000e+00
3.472366228187878079e+01,3.503913262141624330e+01,1.000000000000000000e+00
3.349316759391061993e+01,3.660676695066771913e+01,1.000000000000000000e+00
4.604884850933353135e+01,2.657001492409899157e+01,0.000000000000000000e+00
3.467654165587254766e+01,3.795074344582435799e+01,1.000000000000000000e+00
4.990579138743518683e+01,3.663250872256496393e+01,1.000000000000000000e+00
3.702183449658919301e+01,3.838684287874319523e+01,1.000000000000000000e+00
4.532301411923175039e+01,3.741980675088189656e+01,1.000000000000000000e+00
3.934003491993905044e+01,3.934009920055066090e+01,1.000000000000000000e+00
3.300092684614703131e+01,4.172451246254887991e+01,1.000000000000000000e+00
4.125159240671766270e+01,4.114661294126612745e+01,1.000000000000000000e+00
4.139254135470476115e+01,3.760450864958201578e+01,1.000000000000000000e+00
4.328138054830951376e+01,4.162036854611886838e+01,1.000000000000000000e+00
4.554365792417451075e+01,4.159788012938997070e+01,1.000000000000000000e+00
4.558016928499688447e+01,4.268474635818785856e+01,1.000000000000000000e+00
5.647562289587538942e+01,4.911081184208277506e+01,1.000000000000000000e+00
4.732952489805010288e+01,4.268628082969187432e+01,1.000000000000000000e+00
5.131275604162595982e+01,4.631155212005882760e+01,1.000000000000000000e+00
4.940547583640177720e+01,4.502222104735363217e+01,1.000000000000000000e+00
